_DATE,_NAME,MATCHGAME,PRE_DIFF_FORM,PRE_DIFF_GS,PRE_DIFF_GC,PRE_DIFF_ATTACK_STRENGTH,PRE_DIFF_DEFENCE_STRENGTH,PRE_DIFF_PTS,_SEASON,_LEAGUE,_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Wed. 2 May.,Bolton v Tottenham,34,-0.08064516129032259,-19.0,28.0,-0.2058504875406284,0.30335861321776814,-27.0,2011..2012,eng,Bolton v Tottenham,2,-1.8000000000000007,-2,-2,-54,18,-55,-53,-7,-16,-34,-10,-5,5,3,-3,-3,-2,-1,1,-1,0,1,0,-28,-61,-33,-2,0,0,1,-1,-13,-2,-1
Sat. 21 Apr.,Bolton v Swansea City,35,-0.4193548387096774,1.0,26.0,0.010515247108307035,0.2733964248159831,-10.0,2011..2012,eng,Bolton v Swansea,1,0.9000000000000021,-5,-2,-100,1,-106,-24,-60,41,-63,-63,2,-2,-6,6,-4,0,1,10,2,0,-3,0,12,-120,-132,-4,0,0,1,-3,-4,-4,0
Sun. 6 May.,Bolton v West Bromwich,37,-0.29032258064516125,1.0,26.0,0.009920634920634996,0.25793650793650785,-12.0,2011..2012,eng,Bolton v West Brom,1,-0.8000000000000043,3,1,-92,3,-76,-60,-42,-38,-38,-25,1,-1,-3,3,-1,-1,0,-2,2,0,-4,0,-49,-68,-19,7,0,0,4,1,-4,-3,1
Sat. 20 Aug.,Chelsea v West Bromwich,2,0.5,-1.0,-2.0,-0.5,-1.0,1.0,2011..2012,eng,Chelsea v West Brom,0,1.1999999999999957,5,5,172,-12,177,130,55,50,132,4,-1,1,-5,5,4,3,0,7,5,0,-3,0,133,168,35,-7,-1,0,-6,-1,8,5,-1
Sat. 27 Aug.,Chelsea v Norwich City,3,0.33333333333333337,0.0,-1.0,0.0,-0.23255813953488372,2.0,2011..2012,eng,Chelsea v Norwich,0,3.0,1,-2,141,-20,142,97,48,15,87,43,0,0,3,-3,0,0,0,6,2,0,-1,0,80,144,64,-8,0,0,-6,-4,6,2,1
Sat. 24 Sep.,Chelsea v Swansea City,6,-0.14516129032258068,5.0,1.0,0.3731343283582089,0.07462686567164178,5.0,2011..2012,eng,Chelsea v Swansea,0,1.1000000000000014,7,2,83,-13,91,64,20,49,60,-24,-1,1,-2,2,5,3,2,4,3,0,2,0,166,94,-72,1,1,1,-3,-1,3,2,2
Sat. 15 Oct.,Chelsea v Everton,8,0.6774193548387097,11.0,-2.0,0.5641025641025641,-0.10256410256410264,9.0,2011..2012,eng,Chelsea v Everton,0,-0.3999999999999986,0,-3,200,25,184,127,79,45,130,33,-1,1,-2,2,1,1,2,7,1,0,-6,0,105,181,76,-6,-1,0,7,6,-6,-1,2
Sat. 29 Oct.,Chelsea v Arsenal,10,-0.38709677419354843,5.0,-8.0,0.1937984496124031,-0.31007751937984496,6.0,2011..2012,eng,Chelsea v Arsenal,2,0.6000000000000014,1,2,65,15,66,37,30,5,41,20,1,-1,6,-6,2,1,1,2,2,0,1,0,18,60,42,1,0,0,-2,-1,-1,1,1
Sun. 20 Nov.,Chelsea v Liverpool,12,-0.032258064516129004,10.0,5.0,0.3048780487804877,0.15243902439024387,3.0,2011..2012,eng,Chelsea v Liverpool,2,0.8999999999999986,2,-1,45,9,54,26,26,4,36,11,1,-1,0,0,2,2,-1,3,3,0,0,0,21,54,33,8,0,0,-3,-6,-5,-3,-1
Sat. 26 Nov.,Chelsea v Wolverhampton,13,0.0,12.0,-3.0,0.335195530726257,-0.08379888268156421,11.0,2011..2012,eng,Chelsea v Wolverhampton,0,1.3000000000000007,10,4,32,6,31,34,9,31,10,2,3,-3,5,-5,7,2,3,6,4,0,1,0,62,34,-28,1,-2,0,-5,0,6,5,3
Mon. 12 Dec.,Chelsea v Manchester City,15,-0.032258064516129004,-17.0,4.0,-0.41162227602905566,0.0968523002421307,-10.0,2011..2012,eng,Chelsea v Man City,0,2.200000000000003,1,3,-79,4,-83,-46,-37,-2,-65,-16,1,-1,0,0,3,0,0,-1,-1,0,-3,0,-22,-91,-69,0,0,0,-5,-5,-2,0,0
Mon. 26 Dec.,Chelsea v Fulham,18,0.2741935483870968,17.0,-3.0,0.3455284552845528,-0.06097560975609756,15.0,2011..2012,eng,Chelsea v Fulham,1,0.6000000000000014,7,1,8,-4,16,26,-6,70,13,-62,1,-1,2,-2,5,2,0,14,3,0,0,0,117,12,-105,6,-1,0,3,3,0,0,0
Sat. 31 Dec.,Chelsea v Aston Villa,19,0.2258064516129032,17.0,-2.0,0.33268101761252444,-0.039138943248532176,14.0,2011..2012,eng,Chelsea v Aston Villa,2,1.5000000000000036,4,0,70,3,75,62,28,55,48,-13,3,-3,2,-2,-2,-3,0,12,0,0,0,0,104,70,-34,4,1,0,-1,-7,-4,-6,0
Sat. 14 Jan.,Chelsea v Sunderland,21,-0.27419354838709675,12.0,2.0,0.21201413427561838,0.035335689045936425,13.0,2011..2012,eng,Chelsea v Sunderland,0,1.1999999999999993,10,6,117,-7,129,60,65,41,50,33,2,-2,-1,1,6,3,0,4,4,0,0,0,96,133,37,5,1,0,-5,-4,5,1,1
Sun. 5 Feb.,Chelsea v Manchester Utd,24,-0.32258064516129026,-15.0,5.0,-0.2321981424148608,0.07739938080495351,-12.0,2011..2012,eng,Chelsea v Man Utd,1,-1.0999999999999979,-1,-1,-44,-12,-26,-33,-15,-44,-8,4,-1,1,-5,5,1,-2,0,-2,1,0,-2,0,-39,-26,13,10,2,0,-9,-12,-2,-3,-1
Sat. 25 Feb.,Chelsea v Bolton,26,0.12903225806451613,15.0,-20.0,0.21037868162692847,-0.2805049088359046,23.0,2011..2012,eng,Chelsea v Bolton,0,0.3999999999999986,10,9,153,-6,154,91,71,45,67,50,7,-7,10,-10,5,2,0,7,2,0,4,0,95,148,53,-2,-1,0,-4,-1,10,3,0
Sat. 10 Mar.,Chelsea v Stoke City,28,-0.46774193548387094,20.0,-6.0,0.26075619295958274,-0.07822685788787487,10.0,2011..2012,eng,Chelsea v Stoke,0,-1.4000000000000057,6,4,198,-3,203,132,85,83,112,23,7,-7,1,-1,9,5,0,17,3,0,1,0,170,210,40,-2,-1,-1,-3,0,3,3,0
Sat. 24 Mar.,Chelsea v Tottenham,30,0.032258064516129004,-4.0,-1.0,-0.04932182490752168,-0.012330456226880393,-5.0,2011..2012,eng,Chelsea v Tottenham,1,-0.5,-6,-3,-47,-4,-49,-24,-20,14,-52,-7,3,-3,5,-5,-2,-2,0,8,1,0,1,0,-41,-59,-18,-4,0,0,2,-1,-6,-3,0
Sat. 7 Apr.,Chelsea v Wigan Athletic,32,-0.16129032258064513,24.0,-19.0,0.27554535017221593,-0.21814006888633758,25.0,2011..2012,eng,Chelsea v Wigan,0,0.20000000000000284,2,2,69,-1,62,46,29,61,7,6,1,-1,-5,5,2,3,0,5,3,0,-4,0,68,61,-7,-6,1,0,-4,-4,0,0,0
Wed. 2 May.,Chelsea v Newcastle Utd,34,-0.32258064516129037,6.0,-4.0,0.06500541711809327,-0.0433369447453954,-2.0,2011..2012,eng,Chelsea v Newcastle,2,2.3999999999999986,-2,-1,118,-15,114,67,50,24,75,14,-2,2,-3,3,-1,0,-1,-3,1,0,-2,0,56,110,54,-3,-1,0,5,-1,-4,-6,-1
Sun. 29 Apr.,Chelsea v QP Rangers,36,-0.2580645161290322,17.0,-17.0,0.17471736896197332,-0.17471736896197326,24.0,2011..2012,eng,Chelsea v QPR,0,-2.200000000000003,10,6,120,-8,122,78,45,23,59,42,2,-2,-1,1,6,9,2,1,5,0,2,0,56,126,70,4,0,0,-6,-4,3,2,4
Sun. 13 May.,Chelsea v Blackburn,38,0.2096774193548387,16.0,-31.0,0.15473887814313353,-0.29980657640232106,30.0,2011..2012,eng,Chelsea v Blackburn,0,3.0,4,-1,81,-19,83,66,26,56,72,-35,1,-1,-5,5,5,3,1,12,3,0,-1,0,137,80,-57,-6,0,0,-3,-1,0,2,2
Sat. 20 Aug.,Everton v QP Rangers,2,0.0,0.0,-2.0,0.0,-1.0,0.0,2011..2012,eng,Everton v QPR,2,0.10000000000000142,2,0,-26,-15,-21,4,-13,12,-29,8,0,0,-3,3,2,2,-1,12,4,0,-1,0,-14,-9,5,2,-1,0,0,0,-3,0,-1
Sat. 10 Sep.,Everton v Aston Villa,4,-0.07142857142857151,-2.0,2.0,-0.2702702702702703,0.2702702702702703,-2.0,2011..2012,eng,Everton v Aston Villa,1,0.1999999999999993,6,3,52,0,56,33,27,69,1,-9,4,-4,-3,3,7,4,0,13,3,0,-3,0,98,69,-29,5,0,0,-1,1,2,2,1
Sat. 17 Sep.,Everton v Wigan Athletic,5,0.16666666666666669,0.0,1.0,0.0,0.10416666666666669,-1.0,2011..2012,eng,Everton v Wigan,0,0.5999999999999979,9,6,-30,-12,-23,14,-19,59,-6,-59,-1,1,-2,2,10,7,0,11,6,0,-1,0,67,-6,-73,5,0,0,2,-1,-3,-3,0
Sat. 1 Oct.,Everton v Liverpool,7,-0.22580645161290325,-2.0,0.0,-0.124223602484472,0.0,-3.0,2011..2012,eng,Everton v Liverpool,2,1.3000000000000007,1,0,-134,-20,-122,-75,-71,-70,-49,-27,3,-3,-4,4,-1,1,0,-6,-1,0,1,0,-82,-114,-32,7,1,1,-5,-2,3,3,0
Sat. 29 Oct.,Everton v Manchester Utd,10,0.2258064516129032,-16.0,2.0,-0.6201550387596899,0.07751937984496121,-10.0,2011..2012,eng,Everton v Man Utd,2,-0.3000000000000007,2,3,-63,1,-56,-21,-38,3,-44,-17,2,-2,-3,3,0,1,-1,8,1,0,-2,0,-37,-69,-32,-3,1,0,1,0,-3,-1,-1
Sat. 19 Nov.,Everton v Wolverhampton,12,-0.4516129032258065,-1.0,-1.0,-0.030487804878048752,-0.030487804878048808,-1.0,2011..2012,eng,Everton v Wolverhampton,0,-1.0,3,4,-75,-14,-69,-19,-35,0,-28,-27,4,-4,-1,1,6,3,1,19,3,0,0,0,10,-71,-81,0,0,0,-3,-1,2,2,0
Sun. 4 Dec.,Everton v Stoke City,14,0.29032258064516125,2.0,-5.0,0.05221932114882505,-0.1305483028720626,1.0,2011..2012,eng,Everton v Stoke,2,-1.1000000000000014,1,-1,154,-10,152,110,55,65,76,28,1,-1,1,-1,2,2,0,12,1,0,1,0,96,141,45,4,0,0,-1,-3,0,-2,-1
Sat. 17 Dec.,Everton v Norwich City,16,-0.45161290322580644,-9.0,-8.0,-0.2031602708803612,-0.18058690744920997,-3.0,2011..2012,eng,Everton v Norwich,1,1.6999999999999993,7,7,68,-11,68,39,39,51,26,2,6,-6,2,-2,4,1,-1,7,1,0,1,0,84,84,0,-2,-1,0,-5,0,4,5,-1
Wed. 21 Dec.,Everton v Swansea City,17,-0.19354838709677413,0.0,1.0,0.0,0.02169197396963124,-1.0,2011..2012,eng,Everton v Swansea,0,1.4000000000000021,9,4,-33,-10,-48,1,-20,65,-18,-65,4,-4,3,-3,5,3,0,11,3,0,2,0,77,-38,-115,-3,-1,0,1,2,1,1,0
Wed. 4 Jan.,Everton v Bolton,20,0.4193548387096774,-4.0,-20.0,-0.07448789571694603,-0.37243947858473003,11.0,2011..2012,eng,Everton v Bolton,2,1.0,-1,-2,21,-6,32,19,11,9,3,17,-3,3,1,-1,0,3,0,3,3,0,0,0,4,23,19,0,-2,0,-5,-1,6,4,0
Sat. 21 Jan.,Everton v Blackburn,22,-0.2258064516129032,-11.0,-19.0,-0.18707482993197283,-0.3231292517006803,8.0,2011..2012,eng,Everton v Blackburn,1,2.5,1,-3,-5,-9,8,12,-17,23,-13,-15,-1,1,1,-1,-1,1,1,2,3,0,-1,0,21,14,-7,-1,-1,0,-2,-3,2,-1,1
Tue. 31 Jan.,Everton v Manchester City,23,-0.45161290322580644,-38.0,8.0,-0.609951845906902,0.12841091492776885,-28.0,2011..2012,eng,Everton v Man City,0,0.40000000000000213,-2,0,-163,-2,-162,-94,-75,-40,-105,-27,-1,1,-1,1,-2,1,0,-2,1,0,0,0,-87,-161,-74,0,-1,0,-1,-2,-5,-1,0
Sat. 11 Feb.,Everton v Chelsea,25,0.06451612903225812,-20.0,-2.0,-0.2954209748892171,-0.02954209748892167,-13.0,2011..2012,eng,Everton v Chelsea,0,-0.30000000000000426,-8,-9,-178,-18,-182,-102,-95,-51,-80,-66,-2,2,0,0,-1,-1,0,-11,-1,0,3,0,-104,-170,-66,0,-1,0,1,1,-1,0,1
Sat. 10 Mar.,Everton v Tottenham,28,0.25806451612903225,-25.0,-2.0,-0.32594524119947843,-0.026075619295958308,-19.0,2011..2012,eng,Everton v Tottenham,0,-0.6999999999999957,1,2,-17,0,-22,-10,1,51,-33,-30,-2,2,-3,3,0,-2,1,-2,0,0,1,0,34,-39,-73,-7,0,0,-2,-4,-3,-2,1
Wed. 21 Mar.,Everton v Arsenal,29,-0.27419354838709675,-29.0,-8.0,-0.36989795918367346,-0.10204081632653061,-15.0,2011..2012,eng,Everton v Arsenal,2,2.599999999999998,-8,-7,-205,-5,-196,-107,-103,-33,-125,-55,-3,3,0,0,-7,-5,-1,-5,-1,0,5,0,-120,-192,-72,9,-1,0,4,-1,-9,-5,-1
Sat. 31 Mar.,Everton v West Bromwich,31,0.4516129032258064,-6.0,-9.0,-0.07177033492822965,-0.1076555023923445,4.0,2011..2012,eng,Everton v West Brom,0,0.6999999999999957,3,-1,-17,0,-16,-3,-14,-10,4,-10,1,-1,5,-5,4,3,0,4,1,0,-2,0,-1,-12,-11,5,0,0,7,7,-3,0,-1
Mon. 9 Apr.,Everton v Sunderland,33,0.12903225806451613,-8.0,-3.0,-0.08948545861297541,-0.03355704697986578,2.0,2011..2012,eng,Everton v Sunderland,0,1.7999999999999972,4,3,75,-3,84,57,18,19,39,19,0,0,-2,2,3,1,0,4,1,0,0,0,55,90,35,-5,-1,0,3,4,-6,1,0
Sat. 28 Apr.,Everton v Fulham,36,-0.35483870967741926,-3.0,-5.0,-0.030832476875642334,-0.05138746145940387,0.0,2011..2012,eng,Everton v Fulham,0,-0.10000000000000142,1,-2,-28,-1,-17,5,-25,25,-20,-25,-4,4,0,0,0,4,2,4,1,0,2,0,9,-14,-23,-3,1,0,9,7,-8,-2,3
Sun. 13 May.,Everton v Newcastle Utd,38,0.4193548387096774,-8.0,-9.0,-0.07736943907156674,-0.08704061895551263,-12.0,2011..2012,eng,Everton v Newcastle,0,2.200000000000003,4,3,38,0,38,23,29,55,13,-15,2,-2,-1,1,4,4,0,7,0,0,1,0,67,36,-31,-6,1,0,-4,-1,0,3,2
Sat. 13 Aug.,Fulham v Aston Villa,1,0,0,0,0,0,0,2011..2012,eng,Fulham v Aston Villa,1,1.6000000000000014,2,2,-9,-4,-14,1,-8,-28,7,12,1,-1,1,-1,1,-1,0,-3,-1,0,-2,0,-36,-25,11,-5,0,0,-1,-1,-4,0,0
Sun. 11 Sep.,Fulham v Blackburn,4,0.07142857142857142,-1.0,-2.0,-0.13513513513513511,-0.2702702702702703,1.0,2011..2012,eng,Fulham v Blackburn,1,2.3999999999999986,-2,0,4,-7,21,22,-18,-11,23,-7,1,-1,2,-2,0,-1,-1,5,-2,0,1,0,1,11,10,-2,1,0,-5,-1,3,4,0
Sun. 18 Sep.,Fulham v Manchester City,5,-0.7,-13.0,2.0,-1.3541666666666667,0.20833333333333337,-10.0,2011..2012,eng,Fulham v Man City,1,2.299999999999997,-2,0,-254,-8,-250,-153,-111,-65,-156,-43,-5,5,-1,1,-3,-3,-1,-9,1,0,0,0,-148,-257,-109,8,0,0,3,1,-3,-2,-1
Sun. 2 Oct.,Fulham v QP Rangers,7,-0.16129032258064518,-1.0,0.0,-0.06211180124223606,0.0,-4.0,2011..2012,eng,Fulham v QPR,0,0.10000000000000142,7,2,-40,9,-43,-46,1,-33,-43,30,-3,3,-3,3,3,3,1,-10,0,0,-2,0,-55,-35,20,-2,1,0,-2,1,4,3,3
Sun. 23 Oct.,Fulham v Everton,9,0.2903225806451613,3.0,-4.0,0.13215859030837007,-0.17621145374449337,0.0,2011..2012,eng,Fulham v Everton,2,1.2999999999999972,4,3,25,1,26,23,13,23,-3,18,3,-3,-2,2,3,-1,-1,5,0,0,0,0,40,20,-20,-1,0,0,-2,1,2,3,-1
Sun. 6 Nov.,Fulham v Tottenham,11,-0.33870967741935476,-7.0,-2.0,-0.23569023569023562,-0.06734006734006737,-12.0,2011..2012,eng,Fulham v Tottenham,2,0.30000000000000426,3,3,-26,-9,-26,-10,-5,40,-40,-16,2,-2,4,-4,1,1,0,12,0,0,0,0,21,-35,-56,-5,0,0,3,0,-5,-3,0
Mon. 5 Dec.,Fulham v Liverpool,14,-0.2096774193548387,-2.0,4.0,-0.052219321148825104,0.1044386422976501,-11.0,2011..2012,eng,Fulham v Liverpool,0,0.7000000000000028,2,4,-98,-8,-100,-64,-41,-31,-31,-43,-1,1,-3,3,-1,-2,0,-5,0,0,0,0,-31,-106,-75,-6,1,0,6,6,0,0,0
Sat. 17 Dec.,Fulham v Bolton,16,0.32258064516129037,-4.0,-18.0,-0.09029345372460496,-0.40632054176072235,6.0,2011..2012,eng,Fulham v Bolton,0,-0.3999999999999986,4,3,23,6,21,-4,31,-14,16,25,2,-2,4,-4,6,7,2,3,5,0,5,0,-12,19,31,1,-2,0,-10,-5,6,5,2
Wed. 21 Dec.,Fulham v Manchester Utd,17,-0.27419354838709675,-19.0,4.0,-0.41214750542299344,0.08676789587852496,-21.0,2011..2012,eng,Fulham v Man Utd,2,2.400000000000002,-12,-7,-172,-6,-184,-87,-93,-48,-68,-65,-6,6,4,-4,-11,-6,-3,-9,-2,0,0,0,-97,-184,-87,4,0,0,0,-1,-2,-1,-3
Mon. 2 Jan.,Fulham v Arsenal,20,-0.3548387096774193,-15.0,-1.0,-0.2793296089385475,-0.01862197392923648,-16.0,2011..2012,eng,Fulham v Arsenal,0,1.3000000000000043,-7,-8,-23,5,-24,-24,-5,-32,-12,16,-1,1,3,-3,-5,-3,0,-6,2,0,-2,0,-31,-27,4,-6,0,0,-5,-5,-6,0,-1
Sat. 21 Jan.,Fulham v Newcastle Utd,22,-0.4838709677419355,-7.0,4.0,-0.11904761904761901,0.06802721088435376,-13.0,2011..2012,eng,Fulham v Newcastle,0,2.1999999999999993,-8,-4,-73,-19,-73,-39,-43,-52,-24,-7,-5,5,-1,1,-5,-5,-1,-16,-5,0,3,0,-94,-88,6,-12,-1,0,4,0,-3,-4,-1
Wed. 1 Feb.,Fulham v West Bromwich,23,0.16129032258064524,6.0,0.0,0.09630818619582665,0.0,1.0,2011..2012,eng,Fulham v West Brom,1,0.6000000000000014,3,1,187,25,179,104,98,81,91,29,1,-1,0,0,0,-1,0,7,-1,0,-1,0,125,178,53,3,0,0,-7,-2,5,5,0
Sat. 11 Feb.,Fulham v Stoke City,25,0.22580645161290325,6.0,-1.0,0.08862629246676512,-0.01477104874446089,-3.0,2011..2012,eng,Fulham v Stoke,0,0.20000000000000284,-1,0,50,-12,43,36,13,-53,63,38,2,-2,-1,1,-1,1,0,-4,-1,0,-1,0,-34,43,77,7,-2,0,-2,0,3,2,0
Sun. 4 Mar.,Fulham v Wolverhampton,27,0.4516129032258065,2.0,-15.0,0.02691790040376857,-0.2018842530282638,11.0,2011..2012,eng,Fulham v Wolverhampton,0,2.400000000000002,8,4,77,-1,90,34,51,48,26,11,4,-4,1,-1,8,6,2,4,4,0,3,0,81,75,-6,1,0,0,-7,-5,2,2,2
Sat. 17 Mar.,Fulham v Swansea City,29,-0.3548387096774193,6.0,3.0,0.07653061224489793,0.038265306122448994,0.0,2011..2012,eng,Fulham v Swansea,2,3.1999999999999957,2,1,-21,-12,-26,-18,-5,18,24,-66,3,-3,0,0,-1,-2,-1,-3,0,0,0,0,47,-24,-71,-3,0,0,-5,-2,5,3,-1
Sat. 31 Mar.,Fulham v Norwich City,31,-0.4838709677419355,-4.0,-6.0,-0.04784688995215308,-0.07177033492822965,-3.0,2011..2012,eng,Fulham v Norwich,0,2.1000000000000014,1,2,-180,11,-184,-114,-75,-54,-107,-32,-3,3,0,0,-1,1,1,-12,-2,0,2,0,-93,-174,-81,3,-1,0,1,0,0,-1,2
Mon. 9 Apr.,Fulham v Chelsea,33,-0.09677419354838712,-13.0,5.0,-0.145413870246085,0.05592841163310963,-14.0,2011..2012,eng,Fulham v Chelsea,1,0.29999999999999716,-2,1,-54,-17,-42,-36,-29,-29,-29,-7,-3,3,5,-5,1,1,0,-3,-2,0,-1,0,-37,-38,-1,7,-2,0,0,2,5,2,-1
Sat. 21 Apr.,Fulham v Wigan Athletic,35,-0.032258064516129004,11.0,-15.0,0.11566771819137756,-0.15772870662460564,12.0,2011..2012,eng,Fulham v Wigan,0,1.1000000000000014,1,0,-7,-17,-5,20,-19,4,11,-16,3,-3,-3,3,1,2,0,8,0,0,2,0,9,1,-8,0,0,0,1,2,-4,1,0
Sun. 6 May.,Fulham v Sunderland,37,-0.016129032258064502,2.0,5.0,0.01984126984126977,0.049603174603174593,4.0,2011..2012,eng,Fulham v Sunderland,0,2.1000000000000014,4,3,74,-12,62,41,30,7,20,47,2,-2,0,0,4,-1,-1,1,-1,0,-1,0,-2,53,55,-7,0,0,-3,-3,3,0,1
Sat. 13 Aug.,Liverpool v Sunderland,1,0,0,0,0,0,0,2011..2012,eng,Liverpool v Sunderland,1,0.40000000000000213,0,-1,101,-7,83,48,47,12,37,48,0,0,-1,1,1,1,1,-4,0,0,1,0,18,103,85,4,-2,0,3,3,-3,0,1
Sat. 27 Aug.,Liverpool v Bolton,3,0.5,-3.0,-2.0,-0.6976744186046512,-0.4651162790697675,1.0,2011..2012,eng,Liverpool v Bolton,0,-3.1000000000000014,4,3,67,-5,67,36,36,20,21,32,1,-1,1,-1,2,0,0,-1,-1,0,2,0,16,61,45,-2,-1,0,3,0,2,-3,1
Sat. 24 Sep.,Liverpool v Wolverhampton,6,0.04838709677419356,2.0,1.0,0.14925373134328357,0.07462686567164178,0.0,2011..2012,eng,Liverpool v Wolverhampton,0,-0.09999999999999787,-1,-2,-2,2,-3,2,7,-4,22,-12,4,-4,-3,3,3,0,1,6,2,0,4,0,10,29,19,8,-3,0,-3,0,9,3,0
Sat. 15 Oct.,Liverpool v Manchester Utd,8,-0.06451612903225812,-14.0,3.0,-0.717948717948718,0.1538461538461538,-6.0,2011..2012,eng,Liverpool v Man Utd,1,0.10000000000000142,1,3,47,-10,54,31,24,18,18,18,2,-2,-2,2,0,-1,0,9,-2,0,0,0,33,53,20,1,0,0,2,2,6,0,0
Sat. 22 Oct.,Liverpool v Norwich City,9,-0.06451612903225812,1.0,-2.0,0.0440528634361233,-0.08810572687224666,3.0,2011..2012,eng,Liverpool v Norwich,1,1.3999999999999986,10,2,94,-3,100,58,48,54,28,25,3,-3,2,-2,6,3,0,10,5,0,5,0,89,115,26,-1,-1,0,-10,-3,13,7,1
Sat. 5 Nov.,Liverpool v Swansea City,11,0.09677419354838701,2.0,-5.0,0.06734006734006737,-0.1683501683501683,6.0,2011..2012,eng,Liverpool v Swansea,1,-0.6000000000000014,12,6,28,-12,22,32,27,112,-32,-23,4,-4,-5,5,8,6,0,13,9,0,-1,0,161,27,-134,-9,1,0,-7,-3,8,4,0
Sun. 27 Nov.,Liverpool v Manchester City,13,-0.17741935483870963,-26.0,0.0,-0.7262569832402235,0.0,-12.0,2011..2012,eng,Liverpool v Man City,1,0.3999999999999986,-1,1,-51,-5,-52,-25,-25,-15,-41,5,-1,1,-1,1,2,1,-1,2,0,0,-1,0,-65,-56,9,1,-2,0,-3,-3,6,0,-2
Sat. 10 Dec.,Liverpool v QP Rangers,15,-0.06451612903225806,2.0,-12.0,0.04842615012106538,-0.29055690072639223,7.0,2011..2012,eng,Liverpool v QPR,0,-2.3000000000000007,10,9,175,0,170,112,88,110,47,43,9,-9,-2,2,10,8,0,19,3,0,1,0,137,162,25,1,1,0,-7,-7,7,0,0
Mon. 26 Dec.,Liverpool v Blackburn,18,0.596774193548387,-4.0,-25.0,-0.08130081300813008,-0.5081300813008129,20.0,2011..2012,eng,Liverpool v Blackburn,1,3.599999999999998,8,2,74,-2,75,56,26,37,34,11,0,0,6,-6,4,2,0,12,5,0,4,0,69,96,27,3,0,0,2,5,2,3,1
Fri. 30 Dec.,Liverpool v Newcastle Utd,19,0.0,-4.0,-8.0,-0.07827788649706452,-0.1565557729941292,1.0,2011..2012,eng,Liverpool v Newcastle,0,2.0000000000000036,8,4,73,6,68,51,44,72,10,14,5,-5,6,-6,2,2,0,19,2,0,1,0,67,79,12,-4,-2,0,1,8,7,7,2
Sat. 14 Jan.,Liverpool v Stoke City,21,-0.3548387096774194,2.0,-13.0,0.035335689045936314,-0.2296819787985866,5.0,2011..2012,eng,Liverpool v Stoke,1,-1.9000000000000021,3,1,200,12,201,125,90,98,80,38,4,-4,3,-3,3,0,0,11,1,0,1,0,146,190,44,-5,-1,0,-9,-5,8,4,0
Mon. 6 Feb.,Liverpool v Tottenham,24,-0.048387096774193505,-16.0,-4.0,-0.24767801857585137,-0.06191950464396284,-11.0,2011..2012,eng,Liverpool v Tottenham,1,-0.19999999999999574,-2,-2,22,5,16,9,6,52,3,-39,-1,1,7,-7,-1,-1,0,4,-1,0,1,0,63,30,-33,-7,-1,0,4,6,-3,2,0
Tue. 13 Mar.,Liverpool v Everton,26,-0.5483870967741936,3.0,-4.0,0.04207573632538564,-0.056100981767180924,6.0,2011..2012,eng,Liverpool v Everton,0,-2.1000000000000014,4,4,33,3,43,5,32,-7,30,13,-1,1,-1,1,1,0,0,-2,-2,0,4,0,25,34,9,7,0,0,1,-1,1,-2,1
Sat. 3 Mar.,Liverpool v Arsenal,27,-0.29032258064516125,-21.0,-14.0,-0.2826379542395693,-0.1884253028263796,-4.0,2011..2012,eng,Liverpool v Arsenal,2,0.8000000000000007,3,3,46,2,42,28,30,73,5,-18,8,-8,1,-1,3,2,-1,18,2,0,3,0,87,43,-44,-6,0,0,-4,1,7,5,-2
Sat. 24 Mar.,Liverpool v Wigan Athletic,30,-0.3870967741935484,10.0,-25.0,0.12330456226880393,-0.3082614056720099,20.0,2011..2012,eng,Liverpool v Wigan,2,-1.6000000000000014,7,6,84,4,95,68,44,55,28,29,5,-5,-3,3,7,3,0,11,2,0,1,0,81,66,-15,-9,-1,0,-10,-11,2,-1,-1
Sat. 7 Apr.,Liverpool v Aston Villa,32,-0.08064516129032258,2.0,-11.0,0.022962112514351374,-0.12629161882893236,9.0,2011..2012,eng,Liverpool v Aston Villa,1,2.3999999999999986,7,2,189,-1,180,132,75,73,91,43,3,-3,1,-1,2,-1,-1,8,1,0,1,0,127,181,54,-12,0,0,-10,-3,9,7,-1
Tue. 1 May.,Liverpool v Fulham,34,0.0,-3.0,-7.0,-0.03250270855904658,-0.07583965330444203,3.0,2011..2012,eng,Liverpool v Fulham,2,-2.3000000000000007,12,3,125,6,123,79,52,45,67,19,-2,2,-2,2,9,3,0,9,6,0,2,0,70,123,53,-5,0,0,9,7,-4,-2,1
